Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
10;1150770;2НДФЛ;Ремонт;0;0.49;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150790;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.41;мужской;0;0;высшее;рабочий;>250;0;7;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150810;2НДФЛ;Другое;1;0.17;мужской;1;0;среднее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150830;2НДФЛ;Ремонт;1;0.31;мужской;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150850;2НДФЛ;Покупка недвижимости/ строительство;1;0.36;мужской;0;0;высшее;рабочий;>250;0;19;27;Торговля;ООО;холост / не замужем;5;3;2;2;2;0.4615384615;0;0;0;0;0;0;1;7;1;0;0;24;24;1;1;0;0;0;0;0
10;1150870;Поступление зарплаты на счет;Ремонт;0;0.4;женский;0;0;высшее;вспомогательный персонал;>250;0;18;23;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1150890;Форма банка (без печати работодателя);Ремонт;1;0.12;мужской;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150910;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.3;мужской;0;0;высшее;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150930;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150950;2НДФЛ;Покупка автомобиля;1;0.23;женский;0;0;высшее;специалист;>250;0;9;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1150970;Поступление зарплаты на счет;Ремонт;1;0.2;мужской;0;0;высшее;менеджер высшего звена;< 50;0;68;25;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1150990;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;0;0;незаконченное высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151010;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151030;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;44;30;Другое;ООО;женат / замужем;1;1;1;1;1;0.1219512195;0;0;0;0;0;0;6;36;6;0;2;8;84;1;1;0;0;0;0;0
10;1151050;Форма банка (без печати работодателя);Ремонт;1;0.11;мужской;0;0;высшее;специалист;< 50;0;13;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151070;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.4;женский;0;0;высшее;менеджер по продажам;< 50;0;91;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151090;2НДФЛ;Ремонт;1;0.26;женский;0;0;среднее-специальное;специалист;>250;0;9;29;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1818181818;0;0;0;0;0;0;2;18;2;0;0;28;40;1;0;0;0;0;0;0
10;1151110;Форма банка (без печати работодателя);Покупка автомобиля;0;0.44;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151130;2НДФЛ;Ремонт;1;0.48;женский;3;0;среднее-специальное;специалист;< 50;0;63;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151150;2НДФЛ;Покупка мебели;1;0.59;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151170;Форма банка (без печати работодателя);Покупка автомобиля;1;0.15;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151190;Поступление зарплаты на счет;Отпуск;1;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;12;26;Торговля;ООО;холост / не замужем;4;2;2;1;1;0.0254237288;0;0;0;0;0.75;3;1;115;4;0;0;6;58;1;0;0;0;0;0;0
10;1151210;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;1;0;высшее;специалист;>250;0;175;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151230;2НДФЛ;Ремонт;1;0.16;женский;1;0;среднее-специальное;рабочий;>250;3;251;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151250;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;0;высшее;специалист;< 50;0;20;28;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0;0;7;85;7;0;2;15;61;0;0;0;0;0;0;0
10;1151270;2НДФЛ;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;0;83;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151290;Поступление зарплаты на счет;Ремонт;0;0.32;женский;0;0;высшее;специалист;>250;0;36;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151310;Свободная форма с печатью работодателя;Покупка земли;1;0.42;женский;0;0;высшее;менеджер среднего звена;< 50;1;16;52;Другое;ООО;холост / не замужем;0;0;0;0;0;0.037037037;0;0;0;0;0.4;2;3;26;5;1;1;4;79;1;0;0;0;0;0;0
10;1151330;2НДФЛ;Ремонт;1;0.36;женский;0;0;высшее;специалист;>250;0;30;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151350;2НДФЛ;Покупка автомобиля;0;0.3;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;20;26;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151370;2НДФЛ;Покупка автомобиля;1;0.59;женский;1;0;высшее;вспомогательный персонал;>250;0;86;40;Торговля;ООО;женат / замужем;10;2;2;0;0;0;0;1;1;1;0.3333333333;3;6;85;9;2;1;-1;50;0;0;0;0;0;0;0
10;1151390;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;1;0;второе высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151410;2НДФЛ;Ремонт;1;0.49;женский;0;0;среднее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151430;2НДФЛ;Отпуск;0;0.42;женский;0;0;высшее;рабочий;>250;0;30;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151450;2НДФЛ;Ремонт;0;0.55;мужской;0;0;высшее;специалист;>250;0;188;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151470;2НДФЛ;Покупка земли;1;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;15;51;Другое;ООО;холост / не замужем;0;0;0;0;0;0.005952381;0;0;0;0;0.2857142857;2;5;167;7;1;0;6;97;1;0;0;0;0;0;0
10;1151490;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;2;0;среднее-специальное;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151510;Поступление зарплаты на счет;Отпуск;1;0.49;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151530;2НДФЛ;Покупка недвижимости/ строительство;1;0.31;мужской;3;0;высшее;специалист;>250;3;162;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151550;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;0;0;высшее;специалист;>250;0;98;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151570;2НДФЛ;Ремонт;0;0.35;мужской;0;0;высшее;специалист;>250;0;33;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151590;2НДФЛ;Ремонт;1;0.53;мужской;2;0;высшее;менеджер среднего звена;>250;0;8;34;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151610;2НДФЛ;Ремонт;0;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151630;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151650;Свободная форма с печатью работодателя;Ремонт;1;0.44;женский;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151670;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;0;101;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151690;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;52;27;Другое;ЗАО;гражданский брак;3;2;2;2;2;0;0;1;0;0;0.6;3;2;48;5;2;0;5;62;0;0;0;0;0;0;0
10;1151710;2НДФЛ;Ремонт;0;0.53;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;59;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151730;2НДФЛ;Ремонт;1;0.48;мужской;0;0;высшее;рабочий;>250;3;26;33;Другое;ОАО;холост / не замужем;5;2;0;0;0;0.0659340659;0;4;2;0;0.3333333333;4;8;85;12;3;0;2;77;1;0;0;0;0;0;0
10;1151750;2НДФЛ;Покупка автомобиля;1;0.34;женский;3;0;высшее;специалист;>250;0;12;33;Другое;ООО;разведен / разведена;1;0;0;0;0;0.0071942446;1;0;0;0;0.3333333333;2;4;138;6;1;0;26;85;1;0;0;0;0;0;0
10;1151770;2НДФЛ;Покупка автомобиля;0;;мужской;0;0;среднее;другое;;0;71;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151790;Свободная форма с печатью работодателя;Ремонт;1;0.4;женский;1;0;высшее;рабочий;>250;3;76;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151810;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.47;женский;0;0;высшее;менеджер высшего звена;>250;0;36;43;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0961538462;1;0;0;0;0.6666666667;2;1;47;3;1;0;21;31;1;0;0;0;0;0;0
10;1151830;Поступление зарплаты на счет;Ремонт;0;0.46;женский;0;0;высшее;менеджер среднего звена;>250;0;32;37;Торговля;ООО;женат / замужем;1;0;0;0;0;0.025974026;1;0;0;0;0.6;3;2;75;5;2;0;7;43;1;0;0;0;0;0;0
10;1151850;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;46;39;Торговля;ООО;гражданский брак;1;1;0;0;0;0.0940594059;0;1;0;0;0.1428571429;3;18;183;21;1;0;4;73;1;1;1;0;1;1;0
10;1151870;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151890;2НДФЛ;Покупка недвижимости/ строительство;0;0.47;мужской;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151910;2НДФЛ;Отпуск;1;0.49;женский;1;0;высшее;специалист;< 50;0;123;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151930;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.24;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151950;2НДФЛ;Отпуск;1;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151970;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1151990;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.2;мужской;2;0;высшее;специалист;< 50;0;18;37;Торговля;ООО;женат / замужем;0;0;0;0;0;0.078125;0;0;0;0;0;0;6;118;6;0;2;22;77;1;1;1;1;0;0;1
10;1152010;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.22;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152030;Поступление зарплаты на счет;Покупка земли;0;0.26;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;1;10;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152050;Форма банка (без печати работодателя);Ремонт;1;0.52;женский;1;0;высшее;специалист;< 50;0;33;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152070;2НДФЛ;Ремонт;1;0.42;женский;0;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152090;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.23;мужской;0;0;высшее;вспомогательный персонал;>250;0;47;30;Торговля;ООО;гражданский брак;4;4;2;2;2;0.7916666667;0;0;0;0;0;0;1;5;1;0;0;39;39;1;0;0;0;0;0;0
10;1152110;Поступление зарплаты на счет;Ремонт;1;0.34;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;37;52;Торговля;ОАО;холост / не замужем;1;0;0;0;0;0.0756302521;0;0;0;0;0.4285714286;3;4;110;7;2;0;11;91;1;1;0;0;0;0;0
10;1152130;Поступление зарплаты на счет;Покупка автомобиля;0;0.57;женский;0;0;высшее;специалист;>250;1;69;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152150;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;18;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152170;Свободная форма с печатью работодателя;Ремонт;1;0.42;женский;0;0;незаконченное высшее;специалист;>250;0;17;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152190;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;1;12;25;Другое;ОАО;холост / не замужем;1;0;0;0;0;0;0;2;0;0;0.5;3;3;27;6;2;0;4;15;0;0;0;0;0;0;0
10;1152210;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.41;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152230;2НДФЛ;Покупка автомобиля;1;0.21;женский;0;0;высшее;специалист;>250;0;13;30;Другое;ЗАО;холост / не замужем;3;2;2;1;1;0.0810810811;0;0;0;0;0.2;1;4;34;5;0;0;6;84;1;0;0;0;0;0;0
10;1152250;Форма банка (без печати работодателя);Ремонт;0;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;204;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152270;Поступление зарплаты на счет;Ремонт;1;0.31;женский;1;0;среднее-специальное;специалист;>250;0;67;25;Другое;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0;0;1;12;1;0;0;32;32;0;0;0;0;0;0;0
10;1152290;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;1;0;высшее;торговый представитель;>250;0;39;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152310;Поступление зарплаты на счет;Покупка автомобиля;1;0.33;мужской;0;0;высшее;специалист;>250;0;21;27;Торговля;ОАО;женат / замужем;1;1;1;1;0;0.1333333333;0;0;0;0;0.2;1;4;39;5;0;0;12;74;1;0;0;0;0;0;0
10;1152330;Поступление зарплаты на счет;Покупка бытовой техники;1;0.19;женский;1;0;высшее;торговый представитель;>250;0;10;30;Торговля;Иная форма;разведен / разведена;3;2;2;2;2;0.3536585366;1;0;0;0;0.6666666667;2;1;53;3;1;0;23;58;1;0;0;0;0;0;0
10;1152350;2НДФЛ;Ремонт;1;0.36;мужской;1;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152370;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.22;мужской;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152390;Поступление зарплаты на счет;Ремонт;1;0.4;женский;0;0;высшее;специалист;>250;1;72;25;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.5;1;1;17;2;1;1;10;15;0;0;0;0;0;0;0
10;1152410;Форма банка (без печати работодателя);Ремонт;1;0.57;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;69;40;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0191082803;0;0;0;0;0.6;3;2;154;5;1;2;17;101;1;0;0;0;0;0;0
10;1152430;2НДФЛ;Ремонт;1;0.56;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;164;48;Другое;Государственное предприятие;женат / замужем;5;5;0;0;0;0;0;1;1;1;0.6666666667;2;1;33;3;2;1;1;89;0;0;0;0;0;0;0
10;1152450;Форма банка (без печати работодателя);Покупка земли;1;0.3;женский;1;0;высшее;специалист;< 50;0;26;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152470;2НДФЛ;Ремонт;1;0.4;женский;0;0;высшее;менеджер среднего звена;>250;0;84;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152490;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;2;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152510;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152530;2НДФЛ;Покупка автомобиля;1;0.3;женский;0;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152550;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.31;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152570;2НДФЛ;Отпуск;1;0.23;мужской;1;0;среднее-специальное;рабочий;>250;3;10;39;Другое;ООО;разведен / разведена;1;0;0;0;0;;0;0;0;0;0;0;2;0;2;0;0;63;100;0;0;0;0;0;0;0
10;1152590;Поступление зарплаты на счет;Ремонт;1;0.27;мужской;1;0;высшее;вспомогательный персонал;>250;0;8;42;Торговля;ООО;повторный брак;1;1;0;0;0;0;0;1;0;0;0.3333333333;1;2;23;3;0;0;3;32;0;0;0;0;0;0;0
10;1152610;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152630;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.52;мужской;1;0;среднее-специальное;вспомогательный персонал;< 50;0;50;38;Торговля;Индивидуальный предприниматель;женат / замужем;3;2;0;0;0;0.0245098039;1;0;0;0;0.3571428571;5;9;199;14;2;0;17;99;1;0;0;0;0;0;0
10;1152650;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;124;46;Торговля;Индивидуальный предприниматель;женат / замужем;2;1;0;0;0;0.032967033;0;1;0;0;0.3333333333;3;6;88;9;2;1;2;54;1;0;0;0;0;0;0
10;1152670;Поступление зарплаты на счет;Покупка мебели;1;0.27;мужской;0;0;высшее;специалист;>250;0;8;26;Информационные технологии;ЗАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;35;35;0;0;0;0;0;0;0
10;1152690;2НДФЛ;Ремонт;1;0.23;мужской;2;0;высшее;вспомогательный персонал;>250;0;11;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152710;Форма банка (без печати работодателя);Ремонт;1;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;41;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152730;2НДФЛ;Ремонт;1;0.4;женский;1;0;второе высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152750;2НДФЛ;Ремонт;0;0.28;мужской;0;0;высшее;рабочий;>250;3;37;31;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0.5;2;2;16;4;1;0;13;17;0;0;0;0;0;0;0
10;1152770;Поступление зарплаты на счет;Ремонт;1;0.34;женский;2;0;высшее;вспомогательный персонал;>250;0;54;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152790;2НДФЛ;Ремонт;1;0.35;женский;0;0;высшее;вспомогательный персонал;>250;0;228;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152810;Форма банка (без печати работодателя);Покупка автомобиля;1;0.25;мужской;0;0;среднее-специальное;специалист;< 50;0;48;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152830;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;среднее;специалист;>250;1;136;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152850;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;специалист;>250;3;18;30;Информационные технологии;ЗАО;женат / замужем;1;0;0;0;0;0.0405405405;0;0;0;0;1;4;0;71;4;2;0;10;27;1;0;0;0;0;0;0
10;1152870;2НДФЛ;Покупка автомобиля;1;0.27;мужской;1;0;высшее;специалист;>250;0;68;37;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0820895522;0;1;0;0;0.2;2;8;123;10;0;2;5;94;1;0;0;0;0;0;0
10;1152890;2НДФЛ;Ремонт;0;0.32;женский;0;0;высшее;специалист;>250;0;12;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152910;2НДФЛ;Ремонт;1;0.38;женский;0;0;высшее;специалист;>250;3;122;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152930;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.54;женский;1;0;высшее;менеджер среднего звена;< 50;0;207;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152950;2НДФЛ;Ремонт;1;0.3;мужской;0;0;высшее;вспомогательный персонал;>250;0;36;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152970;2НДФЛ;Покупка недвижимости/ строительство;1;0.32;мужской;1;0;высшее;специалист;< 50;0;28;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1152990;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.36;мужской;1;0;высшее;вспомогательный персонал;>250;0;43;26;Другое;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.5;1;1;17;2;0;1;14;14;0;0;0;0;0;0;0
10;1153010;2НДФЛ;Ремонт;0;0.28;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153030;2НДФЛ;Ремонт;0;0.27;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153050;2НДФЛ;Отпуск;1;0.21;женский;1;0;высшее;специалист;>250;0;62;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153070;Поступление зарплаты на счет;Покупка автомобиля;0;0.31;мужской;0;0;незаконченное высшее;специалист;>250;0;32;25;Торговля;ЗАО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0;0;2;22;2;0;0;16;26;0;0;0;0;0;0;0
10;1153090;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.59;мужской;1;0;ученая степень;специалист;>250;0;60;30;Торговля;ООО;женат / замужем;3;2;2;2;0;0.1447368421;1;1;1;0;0.5;2;2;65;4;2;0;2;55;1;0;0;0;0;0;0
10;1153110;2НДФЛ;Покупка земли;1;0.18;женский;0;0;высшее;менеджер высшего звена;< 50;0;8;26;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;21;2;0;0;23;34;0;0;0;0;0;0;0
10;1153130;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;вспомогательный персонал;>250;0;161;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153150;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;незаконченное высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153170;2НДФЛ;Ремонт;1;0.59;мужской;2;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153190;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;23;43;Торговля;ООО;холост / не замужем;2;0;0;0;0;0;0;0;0;0;1;2;0;49;2;0;0;31;43;0;0;0;0;0;0;0
10;1153210;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.43;мужской;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153230;Свободная форма с печатью работодателя;Ремонт;0;0.56;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153250;2НДФЛ;Покупка автомобиля;1;0.59;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;37;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1153270;2НДФЛ;Покупка автомобиля;1;0.3;мужской;0;0;второе высшее;специалист;>250;0;9;28;Другое;ЗАО;холост / не замужем;4;4;4;4;4;0.1395348837;0;0;0;0;0;0;6;37;6;0;0;21;38;1;0;0;0;0;0;0
10;1153290;Свободная форма с печатью работодателя;Ремонт;1;0.31;мужской;0;0;высшее;рабочий;< 50;1;37;37;Торговля;ООО;разведен / разведена;2;0;0;0;0;0;0;0;0;0;0.1666666667;1;5;65;6;0;0;15;71;0;0;0;0;0;0;0
10;1153310;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
